Label,SMSText,Cleaned_SMSText
ham,What you doing?how are you?,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",day also ship company take way use take week get law may bribe post get stuff
ham,"I'm back, lemme know when you're ready",I back let I know ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,not necessarily expect get back though I head
ham,Mmm so yummy babe ... Nice jolt to the suzy,mm mummy babe nice jolt
ham,Where are you lover ? I need you ...,lover I need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,try contact reply offer video hand daytime network mind unlimited text camcorder reply call
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,mark next mind come today think
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway I go shop cos not yet dun disturb u liar
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,no luzon ring I around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey I really horny want chat see I naked text hot text charge pm subscribe text stop
ham,Why you Dint come with us.,dint come
ham,Same. Wana plan a trip sometme then,want plan trip sometime
ham,"Not sure yet, still trying to get a hold of him",not sure yet still try get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ringtone service change free credit go clubmobilescom choose content stop txt club stop pwh club po box
ham,The evo. I just had to download flash. Jealous?,eve I download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get single chart mobile week choose top quality ringtone message free charge
ham,"Come to mu, we're sorting out our narcotics situation",come sort narcotic situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end another day morning come special way may smile like sunny ray leave worry blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hm bonus special pound genuine hm voucher win answer easy question play send hm infowpercentrealcom
ham,"Usf I guess, might as well take 1 car",I guess might well take car
ham,No objection. My bf not coming.,no objection not come
ham,Tell rob to mack his gf in the theater,tell rob mack theater
ham,"Awesome, I'll see you in a bit",awesome I see bit
ham,Just sent it. So what type of food do you like?,send type food like
ham,All done? All handed in? Celebrations in full swing yet?,hand celebration full swing yet
ham,You got called a tool?,get call tool
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",wen u miss someone person definitely special u person special miss kepintouch give
ham,Ok. I asked for money how far,ok I ask money far
ham,Okie...,one
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah I think usual gun still pass last night get hold anybody let I know I throw
ham,"K, I might come by tonight then if my class lets out early",k I might come tonight class let early
ham,Ok..,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby cousin girl friend r u give I call hour home alright one I one love jenny xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot I not I love life I love people life world call friend I call world
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",marshal mail tonitebusy stretshal update tonitething look okvarunathu edukukaye masha olubut good one real sense
ham,Hey you told your name to gautham ah?,hey tell name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,u find I feel stupid da v work
ham,Oops. 4 got that bit.,op get bit
ham,Are you this much buzy,much busy
ham,I accidentally deleted the message. Resend please.,I accidentally delete message resent please
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,mobile customer may claim free camera phone upgrade pay go card loyalty call offer end thfebtcs apply
ham,Unless it's a situation where YOU GO GURL would be more appropriate,unless situation go girl would appropriate
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt I tease I make I cry end life I die ply keep one rise grave say stupid I miss u nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,I pick phone right pus send message
ham,Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomocanot believe time week already
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome I remember last time get somebody high first time diese v
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scar imagine second def night u think somewhere I could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge want go meal tonight
ham,He is a womdarfull actor,wonderful actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sum ac blind date u rod aberdeen united kingdom check hope sum acwicmbcktzr no blind date send hide
ham,Yup... From what i remb... I think should be can book... ,I red I think book
ham,Jos ask if u wana meet up?,joy ask u want meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,yes friendship hang thread cause u not buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",check new selection content game tone gossip babe sport keep mobile fit funny text
ham,Where are the garage keys? They aren't on the bookshelf,garage key not bookshelf
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day accept I brother sister lover dear well close lvblefrnd jstfrnd cutefrnd lifpartnr beloved sweetheart bstfrnd no reply mean enemy
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think smart win week weekly quit text play note winersclub po box gbpwek
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say give I call friend get money definitely buy end week
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way I u day normal waythis real I unique hope I know u rest life hope u find not lose
ham,You made my day. Do have a great day too.,make day great day
ham,K.k:)advance happy pongal.,advance happy postal
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hm guess go b n power hata dung power not get lo forgot liar
ham,"Not really dude, have no friends i'm afraid :(",not really due no friend I afraid
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,december mobile entitle update late colour camera mobile free call mobile update co free
ham,"Coffee cake, i guess...",coffee cake I guess
ham,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas babe I love kiss
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,hey go watch x man lunch hata
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cut u tell go b bit l cos bush past cos full still wait peter x
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,would great guild could meet bristol road somewhere get touch weekend plan take flight good week
